date,cause,effect,p_value,lag,significant
2016-11-01,THA,IDN,0.2394,1,False
2016-12-01,THA,IDN,0.2421,1,False
2017-01-01,THA,IDN,0.2088,1,False
2017-02-01,THA,IDN,0.2981,1,False
2017-03-01,THA,IDN,0.2794,1,False
2017-04-01,THA,IDN,0.2702,1,False
2017-05-01,THA,IDN,0.3297,1,False
2017-06-01,THA,IDN,0.3517,1,False
2017-07-01,THA,IDN,0.4472,1,False
2017-08-01,THA,IDN,0.479,1,False
2017-09-01,THA,IDN,0.4636,1,False
2017-10-01,THA,IDN,0.4757,1,False
2017-11-01,THA,IDN,0.3491,4,False
2017-12-01,THA,IDN,0.3535,3,False
2018-01-01,THA,IDN,0.2692,2,False
2018-02-01,THA,IDN,0.2934,1,False
2018-03-01,THA,IDN,0.2827,2,False
2018-04-01,THA,IDN,0.5259,2,False
2018-05-01,THA,IDN,0.6832,2,False
2018-06-01,THA,IDN,0.7503,2,False
2018-07-01,THA,IDN,0.7457,3,False
2018-08-01,THA,IDN,0.6988,2,False
2018-09-01,THA,IDN,0.6785,4,False
2018-10-01,THA,IDN,0.4362,4,False
2018-11-01,THA,IDN,0.3276,4,False
2018-12-01,THA,IDN,0.2168,2,False
2019-01-01,THA,IDN,0.1595,4,False
2019-02-01,THA,IDN,0.1606,4,False
2019-03-01,THA,IDN,0.1435,4,False
2019-04-01,THA,IDN,0.1768,4,False
2019-05-01,THA,IDN,0.3171,2,False
2019-06-01,THA,IDN,0.3579,2,False
2019-07-01,THA,IDN,0.1641,2,False
2019-08-01,THA,IDN,0.2696,2,False
2019-09-01,THA,IDN,0.2267,2,False
2019-10-01,THA,IDN,0.2315,2,False
2019-11-01,THA,IDN,0.2898,2,False
2019-12-01,THA,IDN,0.3576,2,False
2020-01-01,THA,IDN,0.3562,1,False
2020-02-01,THA,IDN,0.4305,1,False
2020-03-01,THA,IDN,0.3617,2,False
2020-04-01,THA,IDN,0.0565,1,False
2020-05-01,THA,IDN,0.0735,4,False
2020-06-01,THA,IDN,0.0497,4,True
2020-07-01,THA,IDN,0.1603,4,False
2020-08-01,THA,IDN,0.6468,1,False
2020-09-01,THA,IDN,0.4525,1,False
2020-10-01,THA,IDN,0.4459,1,False
2020-11-01,THA,IDN,0.3355,1,False
2020-12-01,THA,IDN,0.1479,1,False
2021-01-01,THA,IDN,0.1653,1,False
2021-02-01,THA,IDN,0.1315,1,False
2021-03-01,THA,IDN,0.1919,1,False
2021-04-01,THA,IDN,0.1938,1,False
2021-05-01,THA,IDN,0.2213,1,False
2021-06-01,THA,IDN,0.1914,1,False
2021-07-01,THA,IDN,0.2435,1,False
2021-08-01,THA,IDN,0.2458,1,False
2021-09-01,THA,IDN,0.2802,1,False
2021-10-01,THA,IDN,0.2206,4,False
2021-11-01,THA,IDN,0.3617,4,False
2021-12-01,THA,IDN,0.1904,2,False
2022-01-01,THA,IDN,0.1754,2,False
2022-02-01,THA,IDN,0.0875,1,False
2022-03-01,THA,IDN,0.1082,1,False
2022-04-01,THA,IDN,0.0055,1,True
2022-05-01,THA,IDN,0.0002,1,True
2022-06-01,THA,IDN,0.0001,3,True
2022-07-01,THA,IDN,0.0,1,True
2022-08-01,THA,IDN,0.0,1,True
2022-09-01,THA,IDN,0.0,1,True
2022-10-01,THA,IDN,0.0,1,True
2022-11-01,THA,IDN,0.0,1,True
2022-12-01,THA,IDN,0.0001,1,True
2023-01-01,THA,IDN,0.0013,1,True
2023-02-01,THA,IDN,0.0008,1,True
2023-03-01,THA,IDN,0.0025,1,True
2023-04-01,THA,IDN,0.0033,1,True
2023-05-01,THA,IDN,0.0038,1,True
2023-06-01,THA,IDN,0.0041,1,True
2023-07-01,THA,IDN,0.0016,1,True
2023-08-01,THA,IDN,0.0038,1,True
2023-09-01,THA,IDN,0.0232,1,True
2023-10-01,THA,IDN,0.0248,1,True
2023-11-01,THA,IDN,0.1359,1,False
2023-12-01,THA,IDN,0.2868,1,False
2024-01-01,THA,IDN,0.2775,1,False
2024-02-01,THA,IDN,0.2448,1,False
2024-03-01,THA,IDN,0.199,1,False
2024-04-01,THA,IDN,0.1685,1,False
2024-05-01,THA,IDN,0.1266,1,False
2024-06-01,THA,IDN,0.1126,1,False
2024-07-01,THA,IDN,0.1075,1,False
2024-08-01,THA,IDN,0.0774,1,False
2024-09-01,THA,IDN,0.0863,1,False
2024-10-01,THA,IDN,0.1002,1,False
2024-11-01,THA,IDN,0.0969,1,False
2024-12-01,THA,IDN,0.1118,1,False
2025-01-01,THA,IDN,0.0968,1,False
2025-02-01,THA,IDN,0.0845,1,False
2025-03-01,THA,IDN,0.1457,1,False
2025-04-01,THA,IDN,0.2309,1,False
2025-05-01,THA,IDN,0.2643,1,False
2025-06-01,THA,IDN,0.4145,1,False
2025-07-01,THA,IDN,0.5157,3,False
2025-08-01,THA,IDN,0.5118,3,False
2025-09-01,THA,IDN,0.5546,4,False
2025-10-01,THA,IDN,0.4291,3,False
2025-11-01,THA,IDN,0.3817,4,False
2025-12-01,THA,IDN,0.26,1,False
2026-01-01,THA,IDN,0.2946,4,False
2026-02-01,THA,IDN,0.3461,3,False
2026-03-01,THA,IDN,0.3146,4,False
2015-01-01,THA,BRA,0.05,4,False
2015-02-01,THA,BRA,0.0446,4,True
2015-03-01,THA,BRA,0.2043,4,False
2015-04-01,THA,BRA,0.2793,4,False
2015-05-01,THA,BRA,0.4825,1,False
2015-06-01,THA,BRA,0.6205,1,False
2015-07-01,THA,BRA,0.4144,1,False
2015-08-01,THA,BRA,0.2368,1,False
2015-09-01,THA,BRA,0.2381,1,False
2015-10-01,THA,BRA,0.2279,1,False
2015-11-01,THA,BRA,0.2682,1,False
2015-12-01,THA,BRA,0.3326,1,False
2016-01-01,THA,BRA,0.2864,1,False
2016-02-01,THA,BRA,0.266,1,False
2016-03-01,THA,BRA,0.1671,1,False
2016-04-01,THA,BRA,0.0562,1,False
2016-05-01,THA,BRA,0.0399,1,True
2016-06-01,THA,BRA,0.0678,1,False
2016-07-01,THA,BRA,0.0846,1,False
2016-08-01,THA,BRA,0.1403,1,False
2016-09-01,THA,BRA,0.1246,1,False
2016-10-01,THA,BRA,0.1632,1,False
2016-11-01,THA,BRA,0.0901,1,False
2016-12-01,THA,BRA,0.0609,1,False
2017-01-01,THA,BRA,0.0367,1,True
2017-02-01,THA,BRA,0.1675,1,False
2017-03-01,THA,BRA,0.8846,2,False
2017-04-01,THA,BRA,0.3321,1,False
2017-05-01,THA,BRA,0.1012,1,False
2017-06-01,THA,BRA,0.0298,1,True
2017-07-01,THA,BRA,0.0467,1,True
2017-08-01,THA,BRA,0.145,1,False
2017-09-01,THA,BRA,0.1664,1,False
2017-10-01,THA,BRA,0.1235,1,False
2017-11-01,THA,BRA,0.1894,1,False
2017-12-01,THA,BRA,0.1248,1,False
2018-01-01,THA,BRA,0.0728,1,False
2018-02-01,THA,BRA,0.1787,1,False
2018-03-01,THA,BRA,0.2163,1,False
2018-04-01,THA,BRA,0.3909,1,False
2018-05-01,THA,BRA,0.3753,2,False
2018-06-01,THA,BRA,0.3592,3,False
2018-07-01,THA,BRA,0.267,1,False
2018-08-01,THA,BRA,0.0739,1,False
2018-09-01,THA,BRA,0.0503,1,False
2018-10-01,THA,BRA,0.0144,1,True
2018-11-01,THA,BRA,0.0046,1,True
2018-12-01,THA,BRA,0.0068,1,True
2019-01-01,THA,BRA,0.0066,1,True
2019-02-01,THA,BRA,0.0073,1,True
2019-03-01,THA,BRA,0.0259,1,True
2019-04-01,THA,BRA,0.0281,1,True
2019-05-01,THA,BRA,0.0397,1,True
2019-06-01,THA,BRA,0.0827,1,False
2019-07-01,THA,BRA,0.0821,1,False
2019-08-01,THA,BRA,0.0794,1,False
2019-09-01,THA,BRA,0.0617,1,False
2019-10-01,THA,BRA,0.1024,1,False
2019-11-01,THA,BRA,0.1252,1,False
2019-12-01,THA,BRA,0.1855,1,False
2020-01-01,THA,BRA,0.191,1,False
2020-02-01,THA,BRA,0.216,1,False
2020-03-01,THA,BRA,0.2382,1,False
2020-04-01,THA,BRA,0.1577,1,False
2020-05-01,THA,BRA,0.3336,2,False
2020-06-01,THA,BRA,0.4929,2,False
2020-07-01,THA,BRA,0.3144,1,False
2020-08-01,THA,BRA,0.4026,1,False
2020-09-01,THA,BRA,0.4195,1,False
2020-10-01,THA,BRA,0.4439,1,False
2020-11-01,THA,BRA,0.486,1,False
2020-12-01,THA,BRA,0.4918,1,False
2021-01-01,THA,BRA,0.5559,1,False
2021-02-01,THA,BRA,0.5147,1,False
2021-03-01,THA,BRA,0.084,1,False
2021-04-01,THA,BRA,0.0419,1,True
2021-05-01,THA,BRA,0.0558,1,False
2021-06-01,THA,BRA,0.0565,1,False
2021-07-01,THA,BRA,0.0427,1,True
2021-08-01,THA,BRA,0.051,1,False
2021-09-01,THA,BRA,0.0455,1,True
2021-10-01,THA,BRA,0.0454,1,True
2021-11-01,THA,BRA,0.0446,1,True
2021-12-01,THA,BRA,0.0307,1,True
2022-01-01,THA,BRA,0.0275,2,True
2022-02-01,THA,BRA,0.0231,1,True
2022-03-01,THA,BRA,0.0255,1,True
2022-04-01,THA,BRA,0.0423,1,True
2022-05-01,THA,BRA,0.1239,1,False
2022-06-01,THA,BRA,0.0839,1,False
2022-07-01,THA,BRA,0.1739,1,False
2022-08-01,THA,BRA,0.2157,1,False
2022-09-01,THA,BRA,0.2523,1,False
2022-10-01,THA,BRA,0.0784,1,False
2022-11-01,THA,BRA,0.1798,1,False
2022-12-01,THA,BRA,0.3005,1,False
2023-01-01,THA,BRA,0.5039,1,False
2023-02-01,THA,BRA,0.2387,1,False
2023-03-01,THA,BRA,0.1634,1,False
2023-04-01,THA,BRA,0.0982,1,False
2023-05-01,THA,BRA,0.0934,1,False
2023-06-01,THA,BRA,0.0819,1,False
2023-07-01,THA,BRA,0.0872,1,False
2023-08-01,THA,BRA,0.1044,1,False
2023-09-01,THA,BRA,0.1203,1,False
2023-10-01,THA,BRA,0.0999,1,False
2023-11-01,THA,BRA,0.0961,2,False
2023-12-01,THA,BRA,0.0512,2,False
2024-01-01,THA,BRA,0.0363,2,True
2024-02-01,THA,BRA,0.0088,1,True
2024-03-01,THA,BRA,0.0121,1,True
2024-04-01,THA,BRA,0.0127,1,True
2024-05-01,THA,BRA,0.0208,1,True
2024-06-01,THA,BRA,0.0274,1,True
2024-07-01,THA,BRA,0.0217,1,True
2024-08-01,THA,BRA,0.0356,1,True
2024-09-01,THA,BRA,0.0812,1,False
2024-10-01,THA,BRA,0.1183,1,False
2024-11-01,THA,BRA,0.1384,1,False
2024-12-01,THA,BRA,0.1978,2,False
2025-01-01,THA,BRA,0.161,2,False
2025-02-01,THA,BRA,0.2361,2,False
2025-03-01,THA,BRA,0.3109,2,False
2025-04-01,THA,BRA,0.3025,2,False
2025-05-01,THA,BRA,0.2848,2,False
2025-06-01,THA,BRA,0.3934,1,False
2025-07-01,THA,BRA,0.2033,1,False
2025-08-01,THA,BRA,0.228,1,False
2025-09-01,THA,BRA,0.2137,4,False
2025-10-01,THA,BRA,0.0596,4,False
2025-11-01,THA,BRA,0.068,4,False
2025-12-01,THA,BRA,0.0594,4,False
2026-01-01,THA,BRA,0.0937,2,False
2026-02-01,THA,BRA,0.1259,2,False
2026-03-01,THA,BRA,0.1528,4,False
2015-01-01,THA,ZAF,0.0496,2,True
2015-02-01,THA,ZAF,0.1403,1,False
2015-03-01,THA,ZAF,0.1471,2,False
2015-04-01,THA,ZAF,0.1212,2,False
2015-05-01,THA,ZAF,0.1384,3,False
2015-06-01,THA,ZAF,0.0085,4,True
2015-07-01,THA,ZAF,0.0104,3,True
2015-08-01,THA,ZAF,0.0244,3,True
2015-09-01,THA,ZAF,0.2463,3,False
2015-10-01,THA,ZAF,0.1321,1,False
2015-11-01,THA,ZAF,0.0444,1,True
2015-12-01,THA,ZAF,0.0556,1,False
2016-01-01,THA,ZAF,0.031,1,True
2016-02-01,THA,ZAF,0.0146,1,True
2016-03-01,THA,ZAF,0.0155,1,True
2016-04-01,THA,ZAF,0.04,1,True
2016-05-01,THA,ZAF,0.0216,1,True
2016-06-01,THA,ZAF,0.027,1,True
2016-07-01,THA,ZAF,0.0307,1,True
2016-08-01,THA,ZAF,0.0241,1,True
2016-09-01,THA,ZAF,0.0256,4,True
2016-10-01,THA,ZAF,0.0193,1,True
2016-11-01,THA,ZAF,0.0183,1,True
2016-12-01,THA,ZAF,0.0377,1,True
2017-01-01,THA,ZAF,0.0758,1,False
2017-02-01,THA,ZAF,0.1311,1,False
2017-03-01,THA,ZAF,0.2015,1,False
2017-04-01,THA,ZAF,0.1649,1,False
2017-05-01,THA,ZAF,0.1535,1,False
2017-06-01,THA,ZAF,0.1351,1,False
2017-07-01,THA,ZAF,0.1829,1,False
2017-08-01,THA,ZAF,0.2311,1,False
2017-09-01,THA,ZAF,0.2131,1,False
2017-10-01,THA,ZAF,0.2801,1,False
2017-11-01,THA,ZAF,0.3005,1,False
2017-12-01,THA,ZAF,0.2516,4,False
2018-01-01,THA,ZAF,0.1622,3,False
2018-02-01,THA,ZAF,0.1266,1,False
2018-03-01,THA,ZAF,0.0487,1,True
2018-04-01,THA,ZAF,0.0563,1,False
2018-05-01,THA,ZAF,0.0474,1,True
2018-06-01,THA,ZAF,0.0943,1,False
2018-07-01,THA,ZAF,0.1953,1,False
2018-08-01,THA,ZAF,0.5394,1,False
2018-09-01,THA,ZAF,0.4895,2,False
2018-10-01,THA,ZAF,0.2988,1,False
2018-11-01,THA,ZAF,0.5239,1,False
2018-12-01,THA,ZAF,0.4285,1,False
2019-01-01,THA,ZAF,0.3065,1,False
2019-02-01,THA,ZAF,0.3211,4,False
2019-03-01,THA,ZAF,0.3631,4,False
2019-04-01,THA,ZAF,0.2583,4,False
2019-05-01,THA,ZAF,0.2466,4,False
2019-06-01,THA,ZAF,0.5448,2,False
2019-07-01,THA,ZAF,0.5353,2,False
2019-08-01,THA,ZAF,0.5745,2,False
2019-09-01,THA,ZAF,0.6231,2,False
2019-10-01,THA,ZAF,0.6866,2,False
2019-11-01,THA,ZAF,0.5296,1,False
2019-12-01,THA,ZAF,0.4681,1,False
2020-01-01,THA,ZAF,0.5033,2,False
2020-02-01,THA,ZAF,0.2728,1,False
2020-03-01,THA,ZAF,0.3192,1,False
2020-04-01,THA,ZAF,0.2492,1,False
2020-05-01,THA,ZAF,0.2784,2,False
2020-06-01,THA,ZAF,0.3347,2,False
2020-07-01,THA,ZAF,0.4147,2,False
2020-08-01,THA,ZAF,0.3075,2,False
2020-09-01,THA,ZAF,0.3043,2,False
2020-10-01,THA,ZAF,0.2373,4,False
2020-11-01,THA,ZAF,0.3139,2,False
2020-12-01,THA,ZAF,0.3077,2,False
2021-01-01,THA,ZAF,0.3518,2,False
2021-02-01,THA,ZAF,0.6523,2,False
2021-03-01,THA,ZAF,0.5756,2,False
2021-04-01,THA,ZAF,0.5218,2,False
2021-05-01,THA,ZAF,0.4306,2,False
2021-06-01,THA,ZAF,0.5278,2,False
2021-07-01,THA,ZAF,0.132,4,False
2021-08-01,THA,ZAF,0.1378,3,False
2021-09-01,THA,ZAF,0.1193,3,False
2021-10-01,THA,ZAF,0.0931,3,False
2021-11-01,THA,ZAF,0.0962,3,False
2021-12-01,THA,ZAF,0.0916,3,False
2022-01-01,THA,ZAF,0.2415,2,False
2022-02-01,THA,ZAF,0.4767,2,False
2022-03-01,THA,ZAF,0.2523,2,False
2022-04-01,THA,ZAF,0.532,4,False
2022-05-01,THA,ZAF,0.0822,1,False
2022-06-01,THA,ZAF,0.0951,1,False
2022-07-01,THA,ZAF,0.1473,1,False
2022-08-01,THA,ZAF,0.0392,1,True
2022-09-01,THA,ZAF,0.0138,1,True
2022-10-01,THA,ZAF,0.0027,1,True
2022-11-01,THA,ZAF,0.0102,1,True
2022-12-01,THA,ZAF,0.0072,1,True
2023-01-01,THA,ZAF,0.0128,1,True
2023-02-01,THA,ZAF,0.0044,1,True
2023-03-01,THA,ZAF,0.0033,1,True
2023-04-01,THA,ZAF,0.0048,1,True
2023-05-01,THA,ZAF,0.0257,1,True
2023-06-01,THA,ZAF,0.0305,1,True
2023-07-01,THA,ZAF,0.0288,1,True
2023-08-01,THA,ZAF,0.0271,1,True
2023-09-01,THA,ZAF,0.0442,1,True
2023-10-01,THA,ZAF,0.2541,1,False
2023-11-01,THA,ZAF,0.4563,4,False
2023-12-01,THA,ZAF,0.3635,4,False
2024-01-01,THA,ZAF,0.4251,4,False
2024-02-01,THA,ZAF,0.2267,4,False
2024-03-01,THA,ZAF,0.2092,4,False
2024-04-01,THA,ZAF,0.128,4,False
2024-05-01,THA,ZAF,0.1121,4,False
2024-06-01,THA,ZAF,0.1345,4,False
2024-07-01,THA,ZAF,0.1694,4,False
2024-08-01,THA,ZAF,0.1476,4,False
2024-09-01,THA,ZAF,0.1026,2,False
2024-10-01,THA,ZAF,0.1117,2,False
2024-11-01,THA,ZAF,0.0774,2,False
2024-12-01,THA,ZAF,0.1312,1,False
2025-01-01,THA,ZAF,0.1263,2,False
2025-02-01,THA,ZAF,0.0956,1,False
2025-03-01,THA,ZAF,0.1031,1,False
2025-04-01,THA,ZAF,0.1043,1,False
2025-05-01,THA,ZAF,0.1375,1,False
2025-06-01,THA,ZAF,0.191,2,False
2025-07-01,THA,ZAF,0.1531,2,False
2025-08-01,THA,ZAF,0.2019,1,False
2025-09-01,THA,ZAF,0.1412,4,False
2025-10-01,THA,ZAF,0.096,3,False
2025-11-01,THA,ZAF,0.0414,2,True
2025-12-01,THA,ZAF,0.0714,2,False
2026-01-01,THA,ZAF,0.052,2,False
2026-02-01,THA,ZAF,0.069,3,False
2026-03-01,THA,ZAF,0.0552,3,False
2015-01-01,THA,MEX,0.0011,4,True
2015-02-01,THA,MEX,0.001,4,True
2015-03-01,THA,MEX,0.0009,4,True
2015-04-01,THA,MEX,0.0003,4,True
2015-05-01,THA,MEX,0.0561,4,False
2015-06-01,THA,MEX,0.0347,1,True
2015-07-01,THA,MEX,0.0752,1,False
2015-08-01,THA,MEX,0.0475,3,True
2015-09-01,THA,MEX,0.0252,3,True
2015-10-01,THA,MEX,0.0755,1,False
2015-11-01,THA,MEX,0.0792,4,False
2015-12-01,THA,MEX,0.0563,1,False
2016-01-01,THA,MEX,0.0522,1,False
2016-02-01,THA,MEX,0.0557,1,False
2016-03-01,THA,MEX,0.0571,3,False
2016-04-01,THA,MEX,0.0815,1,False
2016-05-01,THA,MEX,0.1647,1,False
2016-06-01,THA,MEX,0.2123,1,False
2016-07-01,THA,MEX,0.1894,1,False
2016-08-01,THA,MEX,0.1161,1,False
2016-09-01,THA,MEX,0.0956,1,False
2016-10-01,THA,MEX,0.1452,1,False
2016-11-01,THA,MEX,0.1648,1,False
2016-12-01,THA,MEX,0.126,1,False
2017-01-01,THA,MEX,0.118,1,False
2017-02-01,THA,MEX,0.1384,2,False
2017-03-01,THA,MEX,0.1891,2,False
2017-04-01,THA,MEX,0.192,2,False
2017-05-01,THA,MEX,0.2091,2,False
2017-06-01,THA,MEX,0.5167,1,False
2017-07-01,THA,MEX,0.7546,1,False
2017-08-01,THA,MEX,0.5554,1,False
2017-09-01,THA,MEX,0.4162,1,False
2017-10-01,THA,MEX,0.3229,1,False
2017-11-01,THA,MEX,0.5635,1,False
2017-12-01,THA,MEX,0.5128,4,False
2018-01-01,THA,MEX,0.1939,1,False
2018-02-01,THA,MEX,0.2138,4,False
2018-03-01,THA,MEX,0.2371,3,False
2018-04-01,THA,MEX,0.2583,3,False
2018-05-01,THA,MEX,0.1856,3,False
2018-06-01,THA,MEX,0.1639,3,False
2018-07-01,THA,MEX,0.1641,3,False
2018-08-01,THA,MEX,0.2644,2,False
2018-09-01,THA,MEX,0.2903,2,False
2018-10-01,THA,MEX,0.212,2,False
2018-11-01,THA,MEX,0.5936,2,False
2018-12-01,THA,MEX,0.4561,2,False
2019-01-01,THA,MEX,0.5105,2,False
2019-02-01,THA,MEX,0.6559,2,False
2019-03-01,THA,MEX,0.6976,2,False
2019-04-01,THA,MEX,0.5405,2,False
2019-05-01,THA,MEX,0.485,4,False
2019-06-01,THA,MEX,0.7118,4,False
2019-07-01,THA,MEX,0.5351,2,False
2019-08-01,THA,MEX,0.3681,4,False
2019-09-01,THA,MEX,0.3437,4,False
2019-10-01,THA,MEX,0.2939,4,False
2019-11-01,THA,MEX,0.1883,4,False
2019-12-01,THA,MEX,0.0812,4,False
2020-01-01,THA,MEX,0.0285,4,True
2020-02-01,THA,MEX,0.041,4,True
2020-03-01,THA,MEX,0.0294,4,True
2020-04-01,THA,MEX,0.0565,4,False
2020-05-01,THA,MEX,0.0363,2,True
2020-06-01,THA,MEX,0.0201,2,True
2020-07-01,THA,MEX,0.0149,2,True
2020-08-01,THA,MEX,0.0587,3,False
2020-09-01,THA,MEX,0.0522,2,False
2020-10-01,THA,MEX,0.1502,4,False
2020-11-01,THA,MEX,0.1401,4,False
2020-12-01,THA,MEX,0.0836,4,False
2021-01-01,THA,MEX,0.0818,4,False
2021-02-01,THA,MEX,0.0279,4,True
2021-03-01,THA,MEX,0.1047,4,False
2021-04-01,THA,MEX,0.1101,4,False
2021-05-01,THA,MEX,0.0879,4,False
2021-06-01,THA,MEX,0.1835,4,False
2021-07-01,THA,MEX,0.0952,4,False
2021-08-01,THA,MEX,0.0289,4,True
2021-09-01,THA,MEX,0.0669,4,False
2021-10-01,THA,MEX,0.0633,4,False
2021-11-01,THA,MEX,0.0806,4,False
2021-12-01,THA,MEX,0.0955,4,False
2022-01-01,THA,MEX,0.0926,4,False
2022-02-01,THA,MEX,0.0959,4,False
2022-03-01,THA,MEX,0.3033,4,False
2022-04-01,THA,MEX,0.2794,4,False
2022-05-01,THA,MEX,0.2154,4,False
2022-06-01,THA,MEX,0.2324,1,False
2022-07-01,THA,MEX,0.263,4,False
2022-08-01,THA,MEX,0.5657,1,False
2022-09-01,THA,MEX,0.5735,1,False
2022-10-01,THA,MEX,0.238,4,False
2022-11-01,THA,MEX,0.1575,4,False
2022-12-01,THA,MEX,0.1794,4,False
2023-01-01,THA,MEX,0.2762,1,False
2023-02-01,THA,MEX,0.1176,1,False
2023-03-01,THA,MEX,0.0703,4,False
2023-04-01,THA,MEX,0.0302,4,True
2023-05-01,THA,MEX,0.0277,4,True
2023-06-01,THA,MEX,0.0317,4,True
2023-07-01,THA,MEX,0.0359,4,True
2023-08-01,THA,MEX,0.0174,4,True
2023-09-01,THA,MEX,0.0129,4,True
2023-10-01,THA,MEX,0.0173,4,True
2023-11-01,THA,MEX,0.0228,4,True
2023-12-01,THA,MEX,0.0356,4,True
2024-01-01,THA,MEX,0.0578,4,False
2024-02-01,THA,MEX,0.1877,4,False
2024-03-01,THA,MEX,0.1694,2,False
2024-04-01,THA,MEX,0.2191,4,False
2024-05-01,THA,MEX,0.2606,1,False
2024-06-01,THA,MEX,0.1951,1,False
2024-07-01,THA,MEX,0.1543,1,False
2024-08-01,THA,MEX,0.1595,1,False
2024-09-01,THA,MEX,0.1219,1,False
2024-10-01,THA,MEX,0.1382,1,False
2024-11-01,THA,MEX,0.1366,1,False
2024-12-01,THA,MEX,0.1398,1,False
2025-01-01,THA,MEX,0.1625,2,False
2025-02-01,THA,MEX,0.2031,2,False
2025-03-01,THA,MEX,0.4842,3,False
2025-04-01,THA,MEX,0.3823,3,False
2025-05-01,THA,MEX,0.482,1,False
2025-06-01,THA,MEX,0.4006,3,False
2025-07-01,THA,MEX,0.2868,1,False
2025-08-01,THA,MEX,0.2479,1,False
2025-09-01,THA,MEX,0.2741,1,False
2025-10-01,THA,MEX,0.3335,1,False
2025-11-01,THA,MEX,0.3115,4,False
2025-12-01,THA,MEX,0.2481,2,False
2026-01-01,THA,MEX,0.2009,2,False
2026-02-01,THA,MEX,0.214,2,False
2026-03-01,THA,MEX,0.1603,2,False
2015-01-01,THA,SGP,0.1725,1,False
2015-02-01,THA,SGP,0.1634,1,False
2015-03-01,THA,SGP,0.1336,1,False
2015-04-01,THA,SGP,0.1636,1,False
2015-05-01,THA,SGP,0.2794,1,False
2015-06-01,THA,SGP,0.436,2,False
2015-07-01,THA,SGP,0.5406,1,False
2015-08-01,THA,SGP,0.5113,2,False
2015-09-01,THA,SGP,0.4769,2,False
2015-10-01,THA,SGP,0.4721,2,False
2015-11-01,THA,SGP,0.4345,2,False
2015-12-01,THA,SGP,0.3366,2,False
2016-01-01,THA,SGP,0.6782,2,False
2016-02-01,THA,SGP,0.5292,3,False
2016-03-01,THA,SGP,0.4018,3,False
2016-04-01,THA,SGP,0.439,3,False
2016-05-01,THA,SGP,0.3727,3,False
2016-06-01,THA,SGP,0.3627,4,False
2016-07-01,THA,SGP,0.2365,3,False
2016-08-01,THA,SGP,0.2347,3,False
2016-09-01,THA,SGP,0.1758,3,False
2016-10-01,THA,SGP,0.1732,3,False
2016-11-01,THA,SGP,0.1483,3,False
2016-12-01,THA,SGP,0.1659,3,False
2017-01-01,THA,SGP,0.171,3,False
2017-02-01,THA,SGP,0.3607,3,False
2017-03-01,THA,SGP,0.5686,1,False
2017-04-01,THA,SGP,0.6308,4,False
2017-05-01,THA,SGP,0.5306,1,False
2017-06-01,THA,SGP,0.5498,1,False
2017-07-01,THA,SGP,0.4046,1,False
2017-08-01,THA,SGP,0.3841,1,False
2017-09-01,THA,SGP,0.3952,1,False
2017-10-01,THA,SGP,0.3695,1,False
2017-11-01,THA,SGP,0.3931,1,False
2017-12-01,THA,SGP,0.6043,1,False
2018-01-01,THA,SGP,0.5121,2,False
2018-02-01,THA,SGP,0.5357,2,False
2018-03-01,THA,SGP,0.6725,2,False
2018-04-01,THA,SGP,0.7608,2,False
2018-05-01,THA,SGP,0.7455,4,False
2018-06-01,THA,SGP,0.5012,4,False
2018-07-01,THA,SGP,0.2787,4,False
2018-08-01,THA,SGP,0.1141,4,False
2018-09-01,THA,SGP,0.1231,3,False
2018-10-01,THA,SGP,0.1129,2,False
2018-11-01,THA,SGP,0.0377,1,True
2018-12-01,THA,SGP,0.0812,1,False
2019-01-01,THA,SGP,0.1078,2,False
2019-02-01,THA,SGP,0.0545,2,False
2019-03-01,THA,SGP,0.0203,2,True
2019-04-01,THA,SGP,0.0365,1,True
2019-05-01,THA,SGP,0.0446,1,True
2019-06-01,THA,SGP,0.0479,1,True
2019-07-01,THA,SGP,0.0436,2,True
2019-08-01,THA,SGP,0.0191,1,True
2019-09-01,THA,SGP,0.0301,1,True
2019-10-01,THA,SGP,0.0468,1,True
2019-11-01,THA,SGP,0.0496,1,True
2019-12-01,THA,SGP,0.0612,1,False
2020-01-01,THA,SGP,0.0198,1,True
2020-02-01,THA,SGP,0.1384,1,False
2020-03-01,THA,SGP,0.1316,1,False
2020-04-01,THA,SGP,0.1741,1,False
2020-05-01,THA,SGP,0.1276,2,False
2020-06-01,THA,SGP,0.055,2,False
2020-07-01,THA,SGP,0.0433,2,True
2020-08-01,THA,SGP,0.0413,2,True
2020-09-01,THA,SGP,0.0141,2,True
2020-10-01,THA,SGP,0.0367,1,True
2020-11-01,THA,SGP,0.0353,1,True
2020-12-01,THA,SGP,0.0374,1,True
2021-01-01,THA,SGP,0.0435,1,True
2021-02-01,THA,SGP,0.0897,1,False
2021-03-01,THA,SGP,0.1732,1,False
2021-04-01,THA,SGP,0.387,1,False
2021-05-01,THA,SGP,0.4251,2,False
2021-06-01,THA,SGP,0.4302,2,False
2021-07-01,THA,SGP,0.3638,2,False
2021-08-01,THA,SGP,0.3445,2,False
2021-09-01,THA,SGP,0.2959,2,False
2021-10-01,THA,SGP,0.2667,2,False
2021-11-01,THA,SGP,0.3592,2,False
2021-12-01,THA,SGP,0.3869,1,False
2022-01-01,THA,SGP,0.2901,1,False
2022-02-01,THA,SGP,0.2418,1,False
